unlist.a.,unlist.b.,unlist.c.,unlist.d.,Freq,anio,codigo
cerrillos ,no,2001,mujer,67,2006,13102
cerrillos ,no,1988,mujer,67,2006,13102
cerrillos ,no,9999,mujer,71,2006,13102
cerro navia ,no,1960,mujer,105,2006,13103
cerro navia ,no,9999,mujer,213,2006,13103
chaitén ,no,1938,mujer,10,2006,10401
chañaral ,no,2004,mujer,22,2006,3201
chile chico ,no,2003,hombre,4,2006,11401
chile chico ,no,1942,mujer,10,2006,11401
chile chico ,no,1999,hombre,4,2006,11401
chile chico ,no,2003,mujer,8,2006,11401
chile chico ,no,1960,mujer,4,2006,11401
chillán ,no,1928,mujer,150,2006,16101
chillán ,no,1931,hombre,181,2006,16101
chillán ,no,1930,mujer,156,2006,16101
chillán viejo ,no,1996,mujer,100,2006,16103
chimbarongo ,no,2001,mujer,58,2006,6303
cholchol ,no,9999,mujer,23,2006,9121
chonchi ,no,1986,mujer,21,2006,10203
cisnes ,no,1989,mujer,5,2006,11202
cisnes ,no,2003,mujer,4,2006,11202
cobquecura ,no,1996,hombre,9,2006,16202
cobquecura ,no,9999,hombre,18,2006,16202
codegua ,no,1980,mujer,8,2006,6102
coinco ,no,1994,mujer,20,2006,6103
coinco ,no,9999,hombre,10,2006,6103
coinco ,no,9999,mujer,10,2006,6103
coinco ,no,1994,hombre,10,2006,6103
colbún ,no,1929,hombre,25,2006,7402
colbún ,no,1986,hombre,20,2006,7402
colbún ,no,1999,mujer,26,2006,7402
colchane ,no,1990,mujer,3,2006,1403
colchane ,no,1999,mujer,2,2006,1403
colchane ,no,2004,mujer,2,2006,1403
colchane ,no,2001,mujer,2,2006,1403
colchane ,no,1995,mujer,2,2006,1403
colchane ,no,2002,mujer,2,2006,1403
collipulli ,no,9999,hombre,55,2006,9202
concepción ,no,2006,mujer,223,2006,8101
concepción ,no,1989,mujer,192,2006,8101
concepción ,no,2004,mujer,183,2006,8101
conchalí ,no,1949,mujer,111,2006,13104
concón ,no,9999,mujer,75,2006,5103
concón ,no,2005,mujer,76,2006,5103
concón ,no,2004,mujer,152,2006,5103
concón ,no,2000,mujer,76,2006,5103
concón ,no,1998,mujer,65,2006,5103
constitución ,no,2002,mujer,33,2006,7102
copiapó ,no,2003,mujer,163,2006,3101
copiapó ,no,2003,hombre,163,2006,3101
copiapó ,no,1990,mujer,167,2006,3101
coquimbo ,no,1980,mujer,162,2006,4102
coquimbo ,no,1987,mujer,180,2006,4102
coronel ,no,2001,hombre,100,2006,8102
coronel ,no,2001,mujer,200,2006,8102
corral ,no,1992,hombre,7,2006,14102
corral ,no,2000,hombre,14,2006,14102
corral ,no,1980,hombre,14,2006,14102
corral ,no,2001,mujer,14,2006,14102
coyhaique ,no,1932,hombre,12,2006,10509
coyhaique ,no,9999,hombre,11,2006,10509
coyhaique ,no,9999,mujer,84,2006,10509
cunco ,no,9999,mujer,49,2006,9103
cunco ,no,1988,mujer,21,2006,9103
curacautín ,no,1989,hombre,28,2006,9203
curacautín ,no,1998,mujer,23,2006,9203
curacaví ,no,1968,hombre,32,2006,13503
curanilahue ,no,9999,mujer,48,2006,8205
curanilahue ,no,1998,mujer,40,2006,8205
curanilahue ,no,1990,hombre,39,2006,8205
curarrehue ,no,9999,hombre,6,2006,9104
curarrehue ,no,1964,mujer,10,2006,9104
curarrehue ,no,9999,mujer,12,2006,9104
dalcahue ,no,1990,mujer,13,2006,10205
diego de almagro ,no,2004,mujer,22,2006,3202
diego de almagro ,no,2002,mujer,22,2006,3202
doñihue ,no,1992,hombre,7,2006,6105
doñihue ,no,9999,hombre,7,2006,6105
el monte ,no,1990,hombre,88,2006,13602
el monte ,no,2004,hombre,19,2006,13602
el monte ,no,1990,mujer,88,2006,13602
el quisco ,no,1995,hombre,20,2006,5604
el tabo ,no,1990,hombre,14,2006,5605
ercilla ,no,1999,mujer,30,2006,9204
ercilla ,no,1996,hombre,16,2006,9204
estación central ,no,1996,mujer,113,2006,13106
estación central ,no,1991,mujer,114,2006,13106
estación central ,no,2006,mujer,99,2006,13106
estación central ,no,9999,hombre,107,2006,13106
estación central ,no,1996,hombre,114,2006,13106
estación central ,no,1981,mujer,105,2006,13106
estación central ,no,2002,mujer,99,2006,13106
estación central ,no,2005,mujer,180,2006,13106
florida ,no,1992,hombre,14,2006,8104
florida ,no,1992,mujer,14,2006,8104
freirina ,no,1986,mujer,9,2006,3303
frutillar ,no,1990,mujer,19,2006,10105
frutillar ,no,1999,mujer,29,2006,10105
frutillar ,no,1996,mujer,18,2006,10105
futaleufú ,no,1994,hombre,2,2006,10402
futaleufú ,no,2002,mujer,4,2006,10402
futaleufú ,no,2000,mujer,4,2006,10402
futaleufú ,no,9999,hombre,7,2006,10402
futaleufú ,no,1989,mujer,2,2006,10402
futaleufú ,no,1941,mujer,7,2006,10402
futaleufú ,no,1994,mujer,2,2006,10402
futaleufú ,no,1976,mujer,2,2006,10402
futaleufú ,no,1952,mujer,2,2006,10402
futaleufú ,no,1998,mujer,4,2006,10402
futrono ,no,9999,hombre,18,2006,14202
general lagos ,no,1992,hombre,3,2006,15202
general lagos ,no,1992,mujer,3,2006,15202
gorbea ,no,1934,mujer,21,2006,9107
gorbea ,no,1990,mujer,48,2006,9107
gorbea ,no,1990,hombre,21,2006,9107
gorbea ,no,1988,hombre,17,2006,9107
graneros ,no,9999,mujer,41,2006,6106
hijuelas ,no,1980,mujer,25,2006,5503
hijuelas ,no,2002,mujer,30,2006,5503
hijuelas ,no,1997,mujer,23,2006,5503
hijuelas ,no,1968,mujer,21,2006,5503
hualaihué ,no,1990,hombre,8,2006,10403
hualañé ,no,2000,hombre,11,2006,7302
huara ,no,1936,mujer,3,2006,1404
huara ,no,1994,mujer,3,2006,1404
huara ,no,1989,hombre,6,2006,1404
huara ,no,1996,mujer,2,2006,1404
huara ,no,1989,mujer,3,2006,1404
huara ,no,1999,hombre,2,2006,1404
huara ,no,2005,mujer,23,2006,1404
huechuraba ,no,1986,mujer,67,2006,13107
huechuraba ,no,1987,hombre,222,2006,13107
huechuraba ,no,1990,mujer,70,2006,13107
huechuraba ,no,1998,hombre,67,2006,13107
huechuraba ,no,2005,hombre,222,2006,13107
huechuraba ,no,1993,mujer,140,2006,13107
huechuraba ,no,1998,mujer,67,2006,13107
independencia ,no,1989,mujer,63,2006,13108
independencia ,no,1993,mujer,52,2006,13108
independencia ,no,2004,hombre,130,2006,13108
independencia ,no,9999,mujer,167,2006,13108
independencia ,no,2004,mujer,187,2006,13108
independencia ,no,2001,mujer,61,2006,13108
independencia ,no,2005,mujer,111,2006,13108
independencia ,no,2003,hombre,183,2006,13108
independencia ,no,2000,mujer,122,2006,13108
independencia ,sí,2004,mujer,46,2006,13108
independencia ,no,2006,mujer,61,2006,13108
independencia ,no,2006,hombre,59,2006,13108
independencia ,sí,1998,mujer,117,2006,13108
independencia ,sí,1998,hombre,52,2006,13108
iquique ,no,2000,mujer,253,2006,1101
iquique ,no,2003,mujer,205,2006,1101
iquique ,no,2006,mujer,6,2006,1101
iquique ,no,2005,mujer,205,2006,1101
iquique ,no,9999,mujer,632,2006,1101
iquique ,no,2003,hombre,18,2006,1101
iquique ,no,2004,mujer,6,2006,1101
isla de maipo ,no,1939,mujer,17,2006,13603
la calera ,no,9999,hombre,55,2006,5502
la calera ,no,1983,hombre,65,2006,5502
la cisterna ,no,9999,mujer,178,2006,13109
la cisterna ,no,1978,mujer,87,2006,13109
la cisterna ,no,1980,mujer,94,2006,13109
la cruz ,no,1931,mujer,24,2006,5504
la estrella ,no,1988,mujer,4,2006,6202
la estrella ,no,1930,hombre,7,2006,6202
la florida ,no,1960,hombre,320,2006,13110
la florida ,no,1998,hombre,320,2006,13110
la florida ,no,9999,hombre,1342,2006,13110
la florida ,no,1990,mujer,308,2006,13110
la florida ,no,2006,mujer,308,2006,13110
la florida ,no,2002,mujer,286,2006,13110
la ligua ,no,9999,hombre,27,2006,5401
la ligua ,no,9999,mujer,27,2006,5401
la ligua ,no,1980,hombre,51,2006,5401
la pintana ,no,1982,mujer,164,2006,13112
la reina ,no,2000,hombre,120,2006,13113
la reina ,no,9999,hombre,252,2006,13113
la reina ,no,1985,hombre,106,2006,13113
la reina ,no,1958,mujer,114,2006,13113
la reina ,no,9999,mujer,144,2006,13113
la reina ,no,1998,mujer,116,2006,13113
la serena ,no,9999,hombre,82,2006,4101
la serena ,no,2005,mujer,138,2006,4101
la serena ,no,2000,mujer,138,2006,4101
la serena ,no,1994,hombre,174,2006,4101
lago ranco ,no,2002,hombre,12,2006,14203
laja ,no,1996,mujer,56,2006,8304
laja ,no,1996,hombre,56,2006,8304
lampa ,no,1976,mujer,30,2006,13302
lampa ,no,9999,mujer,26,2006,13302
las condes ,no,1994,hombre,340,2006,13114
las condes ,no,1994,mujer,340,2006,13114
las condes ,no,1964,hombre,340,2006,13114
las condes ,no,1986,mujer,347,2006,13114
las condes ,no,2004,hombre,388,2006,13114
las condes ,no,2004,mujer,388,2006,13114
las condes ,no,9999,mujer,2394,2006,13114
lautaro ,no,1989,hombre,42,2006,9108
lautaro ,no,1989,mujer,42,2006,9108
lautaro ,no,1997,mujer,48,2006,9108
lautaro ,no,1997,hombre,48,2006,9108
licantén ,no,1989,mujer,10,2006,7303
limache ,no,1984,hombre,46,2006,5802
limache ,no,1991,hombre,43,2006,5802
limache ,no,1980,hombre,34,2006,5802
linares ,no,2000,mujer,78,2006,7401
llanquihue ,no,1997,mujer,27,2006,10107
llay llay ,no,2004,mujer,41,2006,5703
llay llay ,no,2004,hombre,41,2006,5703
llay llay ,no,1974,mujer,27,2006,5703
llay llay ,no,2005,hombre,41,2006,5703
lo barnechea ,no,1998,mujer,204,2006,13115
lo barnechea ,no,9999,hombre,71,2006,13115
lo barnechea ,no,2003,hombre,212,2006,13115
lo barnechea ,no,2003,mujer,212,2006,13115
lo barnechea ,no,9999,mujer,142,2006,13115
lo barnechea ,no,1970,mujer,71,2006,13115
lo prado ,no,2006,mujer,115,2006,13117
lo prado ,no,1990,hombre,114,2006,13117
lo prado ,no,1939,hombre,119,2006,13117
lonquimay ,no,1941,mujer,19,2006,9205
los andes ,no,1991,mujer,95,2006,5301
los muermos ,sí,1992,hombre,23,2006,10106
machalí ,no,9999,mujer,35,2006,6108
macul ,no,1970,mujer,118,2006,13118
macul ,no,9999,mujer,610,2006,13118
macul ,no,2002,mujer,126,2006,13118
maipú ,no,9999,mujer,798,2006,13119
maipú ,no,9999,hombre,633,2006,13119
marchihue ,no,2002,mujer,11,2006,6204
maría elena ,no,9999,mujer,9,2006,2302
maría pinto ,no,1970,mujer,12,2006,13504
mariquina ,no,2003,mujer,40,2006,14106
mariquina ,no,9999,hombre,20,2006,14106
maule ,no,1966,mujer,196,2006,7105
maullín ,no,1994,mujer,30,2006,10108
mejillones ,no,2001,hombre,11,2006,2102
mejillones ,no,9999,mujer,11,2006,2102
melipeuco ,no,9999,mujer,24,2006,9110
melipilla ,no,9999,mujer,144,2006,13501
melipilla ,no,1931,hombre,109,2006,13501
molina ,no,1999,mujer,53,2006,7304
monte patria ,no,1937,hombre,35,2006,4303
mostazal ,no,9999,mujer,48,2006,6110
mostazal ,no,2001,mujer,30,2006,6110
natales ,no,1981,mujer,3,2006,12401
natales ,no,1993,hombre,4,2006,12401
natales ,no,1995,hombre,37,2006,12401
natales ,no,1987,mujer,35,2006,12401
natales ,no,2005,mujer,16,2006,12401
negrete ,no,9999,mujer,7,2006,8307
negrete ,no,9999,hombre,21,2006,8307
nogales ,no,1995,hombre,32,2006,5506
nogales ,no,1995,mujer,32,2006,5506
Ñuñoa ,no,1996,mujer,308,2006,13120
Ñuñoa ,no,1990,mujer,186,2006,13120
Ñuñoa ,no,9999,mujer,146,2006,13120
Ñuñoa ,no,1984,mujer,139,2006,13120
Ñuñoa ,no,1948,hombre,149,2006,13120
Ñuñoa ,no,9999,hombre,134,2006,13120
Ñuñoa ,no,1989,mujer,140,2006,13120
Ñuñoa ,no,1928,mujer,134,2006,13120
Ñuñoa ,no,1968,mujer,216,2006,13120
olivar ,no,9999,mujer,11,2006,6111
ollague ,no,1983,mujer,1,2006,2202
ollague ,no,1940,hombre,3,2006,2202
ollague ,no,1996,hombre,2,2006,2202
ollague ,no,1977,mujer,3,2006,2202
ollague ,no,1939,hombre,3,2006,2202
ollague ,no,1963,mujer,3,2006,2202
ollague ,no,1995,mujer,1,2006,2202
olmué ,no,1989,mujer,31,2006,5803
olmué ,no,1988,hombre,34,2006,5803
osorno ,no,1996,mujer,151,2006,10301
osorno ,no,1946,mujer,151,2006,10301
osorno ,no,1998,hombre,322,2006,10301
osorno ,no,9999,hombre,296,2006,10301
osorno ,no,1946,hombre,151,2006,10301
osorno ,no,1990,mujer,151,2006,10301
osorno ,no,1950,hombre,151,2006,10301
ovalle ,no,1928,mujer,122,2006,4301
padre hurtado ,no,1996,hombre,60,2006,13604
padre hurtado ,no,1950,mujer,46,2006,13604
padre hurtado ,no,1996,mujer,60,2006,13604
padre las casas ,no,1992,hombre,53,2006,9112
padre las casas ,no,9999,mujer,47,2006,9112
padre las casas ,no,1965,mujer,47,2006,9112
paihuano ,no,1955,mujer,11,2006,4105
paillaco ,no,1989,mujer,23,2006,14107
paine ,no,9999,mujer,49,2006,13404
palena ,no,9999,mujer,2,2006,10404
palena ,no,1989,hombre,2,2006,10404
palena ,no,1957,mujer,5,2006,10404
palena ,no,1932,mujer,5,2006,10404
palena ,no,2005,hombre,5,2006,10404
panguipulli ,no,9999,mujer,29,2006,14108
panguipulli ,no,1993,mujer,62,2006,14108
panguipulli ,no,1997,mujer,47,2006,14108
papudo ,no,1970,hombre,8,2006,5403
papudo ,no,1996,mujer,13,2006,5403
papudo ,no,1996,hombre,13,2006,5403
pedro aguirre cerda ,sí,2006,mujer,104,2006,13121
pelarco ,no,1964,hombre,12,2006,7106
pelluhue ,no,1990,hombre,7,2006,7203
penco ,no,2005,mujer,62,2006,8107
peñaflor ,no,9999,mujer,53,2006,13605
peñalolén ,no,1993,mujer,268,2006,13122
peñalolén ,no,1996,mujer,268,2006,13122
peñalolén ,no,1949,hombre,224,2006,13122
peñalolén ,no,1991,mujer,224,2006,13122
peñalolén ,no,9999,mujer,240,2006,13122
peralillo ,no,9999,hombre,15,2006,6307
perquenco ,no,1998,mujer,6,2006,9113
perquenco ,no,1987,mujer,8,2006,9113
pica ,no,1998,mujer,8,2006,1405
pica ,no,1946,mujer,9,2006,1405
pica ,no,1994,mujer,22,2006,1405
pica ,no,2001,mujer,9,2006,1405
pica ,no,1994,hombre,7,2006,1405
pica ,no,1991,mujer,9,2006,1405
pica ,no,1937,hombre,4,2006,1405
pica ,no,1999,hombre,4,2006,1405
pica ,no,1996,mujer,4,2006,1405
pica ,no,2006,mujer,7,2006,1405
pica ,no,1992,hombre,4,2006,1405
pica ,no,1940,mujer,9,2006,1405
pica ,no,1992,mujer,4,2006,1405
pica ,no,1929,mujer,9,2006,1405
pica ,no,1999,mujer,4,2006,1405
pica ,no,1997,mujer,13,2006,1405
pica ,no,2003,mujer,4,2006,1405
pica ,no,1980,mujer,14,2006,1405
pichidegua ,no,2006,mujer,22,2006,6113
pichilemu ,no,1998,hombre,12,2006,6201
pichilemu ,no,1996,mujer,48,2006,6201
pirque ,no,2004,mujer,25,2006,13202
pirque ,no,1990,mujer,18,2006,13202
pirque ,no,1991,hombre,18,2006,13202
pirque ,no,1992,hombre,34,2006,13202
pirque ,no,9999,mujer,27,2006,13202
pitrufquén ,no,1999,mujer,52,2006,9114
porvenir ,sí,2002,mujer,10,2006,12301
pozo almonte ,no,9999,hombre,11,2006,1401
pozo almonte ,no,1979,mujer,15,2006,1401
primavera ,no,9999,mujer,0.239999995,2006,12302
providencia ,no,1960,hombre,235,2006,13123
providencia ,no,1990,hombre,250,2006,13123
providencia ,no,9999,mujer,232,2006,13123
providencia ,no,1962,mujer,233,2006,13123
providencia ,no,2005,mujer,236,2006,13123
providencia ,no,1937,hombre,236,2006,13123
puchuncaví ,no,1933,mujer,26,2006,5105
pucón ,no,1989,hombre,30,2006,9115
pucón ,no,2006,mujer,19,2006,9115
pucón ,no,1998,hombre,19,2006,9115
pucón ,no,9999,mujer,30,2006,9115
pucón ,no,1926,mujer,25,2006,9115
pucón ,no,1991,mujer,28,2006,9115
pucón ,no,1994,hombre,25,2006,9115
pucón ,no,1984,mujer,28,2006,9115
pucón ,no,1998,mujer,175,2006,9115
pucón ,no,1990,hombre,19,2006,9115
pucón ,no,9999,hombre,25,2006,9115
pucón ,no,2002,hombre,30,2006,9115
pucón ,no,2004,hombre,19,2006,9115
puente alto ,no,9999,hombre,479,2006,13201
puente alto ,no,9999,mujer,479,2006,13201
puente alto ,no,1985,mujer,1001,2006,13201
puente alto ,no,1990,mujer,465,2006,13201
puerto varas ,no,1962,mujer,29,2006,10109
punta arenas ,no,2004,mujer,173,2006,12101
punta arenas ,sí,1998,hombre,166,2006,12101
punta arenas ,no,1992,hombre,186,2006,12101
punta arenas ,no,1992,mujer,372,2006,12101
punta arenas ,no,1959,mujer,169,2006,12101
punta arenas ,no,2004,hombre,173,2006,12101
punta arenas ,no,1999,mujer,186,2006,12101
puqueldón ,no,9999,mujer,6,2006,10206
purranque ,no,1988,hombre,33,2006,10303
putre ,no,1943,mujer,2,2006,15201
putre ,no,1957,hombre,2,2006,15201
putre ,no,1966,mujer,1,2006,15201
putre ,no,2001,mujer,2,2006,15201
putre ,no,1993,mujer,1,2006,15201
putre ,no,2003,mujer,6,2006,15201
putre ,no,1997,mujer,1,2006,15201
putre ,no,1973,mujer,1,2006,15201
putre ,no,1999,mujer,1,2006,15201
putre ,no,1958,mujer,2,2006,15201
putre ,no,2005,mujer,1,2006,15201
putre ,no,1990,mujer,1,2006,15201
putre ,no,1968,mujer,2,2006,15201
puyehue ,no,1996,mujer,9,2006,10304
queilén ,no,9999,mujer,18,2006,10207
quellón ,no,9999,hombre,25,2006,16107
quellón ,no,1973,mujer,31,2006,16107
quellón ,no,9999,mujer,50,2006,16107
quellón ,no,1962,mujer,24,2006,16107
quemchi ,no,9999,hombre,9,2006,10209
quemchi ,no,1998,mujer,6,2006,10209
quemchi ,no,1989,mujer,19,2006,10209
quemchi ,no,1991,mujer,19,2006,10209
quilicura ,no,2005,hombre,153,2006,13125
quilicura ,sí,1990,hombre,153,2006,13125
quilicura ,no,1994,hombre,157,2006,13125
quilicura ,no,2006,hombre,153,2006,13125
quilleco,no,9999,mujer,18,2006,8309
quillón ,no,9999,mujer,38,2006,8413
quillota ,no,1915,hombre,52,2006,5501
quilpué ,no,1980,mujer,154,2006,5801
quilpué ,no,9999,mujer,394,2006,5801
quilpué ,no,1990,mujer,151,2006,5801
quinchao ,no,2003,hombre,22,2006,10210
quinta normal ,no,9999,mujer,95,2006,13126
quinta normal ,no,2001,mujer,94,2006,13126
quinta normal ,no,9999,hombre,118,2006,13126
quinta normal ,no,2000,mujer,91,2006,13126
rancagua ,no,9999,hombre,198,2006,6101
rancagua ,no,1996,mujer,199,2006,6101
recoleta ,no,2006,mujer,412,2006,13127
recoleta ,no,9999,mujer,98,2006,13127
recoleta ,no,1998,mujer,91,2006,13127
recoleta ,sí,2003,mujer,98,2006,13127
recoleta ,no,1998,hombre,98,2006,13127
recoleta ,no,2001,mujer,98,2006,13127
recoleta ,no,2002,mujer,126,2006,13127
renaico ,no,1960,mujer,9,2006,9209
renca ,no,9999,mujer,140,2006,13128
rengo ,no,1956,hombre,65,2006,6115
rengo ,no,1964,mujer,64,2006,6115
requínoa ,no,9999,mujer,28,2006,6116
río bueno ,no,9999,mujer,35,2006,14204
río ibáñez ,no,2000,hombre,9,2006,11402
río ibáñez ,no,9999,hombre,18,2006,11402
salamanca ,no,1996,hombre,38,2006,4204
salamanca ,no,1999,mujer,43,2006,4204
san bernardo ,no,1979,mujer,259,2006,13401
san bernardo ,no,9999,mujer,278,2006,13401
san bernardo ,no,2003,mujer,240,2006,13401
san esteban ,no,9999,mujer,15,2006,5304
san esteban ,no,9999,hombre,15,2006,5304
san esteban ,no,1985,hombre,28,2006,5304
san esteban ,sí,1980,mujer,25,2006,5304
san fabián ,no,1939,hombre,4,2006,16304
san fabián ,no,1939,mujer,4,2006,16304
san felipe ,no,1993,mujer,64,2006,5701
san fernando ,no,1977,mujer,83,2006,6301
san javier ,no,2006,mujer,53,2006,7406
san joaquín ,no,2006,mujer,85,2006,13129
san joaquín ,no,9999,hombre,262,2006,13129
san joaquín ,no,1994,hombre,88,2006,13129
san joaquín ,no,1994,mujer,88,2006,13129
san joaquín ,no,1989,hombre,85,2006,13129
san joaquín ,no,2001,mujer,87,2006,13129
san joaquín ,no,1991,mujer,90,2006,13129
san josé de maipo ,no,9999,hombre,31,2006,13203
san josé de maipo ,no,9999,mujer,31,2006,13203
san miguel ,no,1946,mujer,78,2006,13130
san miguel ,no,1997,hombre,72,2006,13130
san miguel ,no,1998,mujer,76,2006,13130
san nicolás ,no,1994,mujer,10,2006,16305
san pablo ,no,1960,mujer,8,2006,10307
san pedro de atacama ,no,9999,mujer,10,2006,2203
san pedro de atacama ,no,1960,hombre,8,2006,2203
san pedro de atacama ,no,1930,mujer,5,2006,2203
san pedro de atacama ,no,2001,mujer,7,2006,2203
san pedro de atacama ,no,9999,hombre,5,2006,2203
san pedro de la paz ,no,2004,mujer,100,2006,8108
san pedro de la paz ,no,1979,mujer,99,2006,8108
san pedro de la paz ,no,1996,mujer,100,2006,8108
san pedro de la paz ,no,2003,hombre,100,2006,8108
san pedro de la paz ,no,1975,mujer,104,2006,8108
san ramón ,no,9999,mujer,182,2006,13131
san ramón ,no,1981,hombre,110,2006,13131
san ramón ,no,2002,mujer,95,2006,13131
san ramón ,no,2002,hombre,95,2006,13131
san rosendo ,no,2001,hombre,5,2006,8310
san vicente ,no,9999,mujer,78,2006,6117
santiago ,no,2006,mujer,165,2006,13101
santiago ,sí,9999,mujer,175,2006,13101
santiago ,no,2003,mujer,134,2006,13101
santiago ,no,9999,mujer,163,2006,13101
santiago ,no,1985,mujer,429,2006,13101
santiago ,no,1990,hombre,328,2006,13101
santiago ,no,1991,mujer,429,2006,13101
santiago ,no,2000,mujer,144,2006,13101
santiago ,no,2006,hombre,134,2006,13101
santo domingo ,no,1988,mujer,12,2006,5606
santo domingo ,no,1950,hombre,13,2006,5606
santo domingo ,no,2002,hombre,13,2006,5606
talagante ,no,2004,mujer,56,2006,13601
talagante ,no,2004,hombre,56,2006,13601
talagante ,no,9999,mujer,55,2006,13601
talagante ,no,1980,hombre,77,2006,13601
talagante ,no,2005,hombre,77,2006,13601
talagante ,no,1996,hombre,55,2006,13601
talagante ,no,1930,mujer,56,2006,13601
talca ,no,9999,mujer,193,2006,7101
talca ,no,1998,mujer,123,2006,7101
talca ,no,1984,mujer,191,2006,7101
talca ,no,2000,mujer,191,2006,7101
taltal ,no,1958,mujer,13,2006,2104
temuco ,no,1999,hombre,270,2006,9101
temuco ,no,1991,mujer,248,2006,9101
temuco ,no,1999,mujer,540,2006,9101
temuco ,no,1991,hombre,248,2006,9101
teno ,no,9999,mujer,48,2006,7308
teodoro schimdt ,no,1989,mujer,30,2006,9117
tocopilla ,no,2000,mujer,69,2006,2301
toltén ,no,1975,mujer,5,2006,9118
tomé ,no,2002,mujer,112,2006,8111
traiguén ,no,1997,hombre,29,2006,9210
valdivia ,no,1983,mujer,216,2006,14101
valdivia ,no,1995,mujer,198,2006,14101
valparaíso ,no,1976,mujer,11,2006,5101
valparaíso ,no,1993,mujer,474,2006,5101
victoria ,no,1991,mujer,49,2006,9211
vicuña ,no,2000,mujer,35,2006,4106
vilcún ,no,1999,mujer,12,2006,9119
vilcún ,no,1999,hombre,12,2006,9119
villa alemana ,no,1991,mujer,204,2006,5804
villa alemana ,no,1996,hombre,118,2006,5804
villa alemana ,no,1996,mujer,207,2006,5804
villa alemana ,no,1989,hombre,118,2006,5804
villa alemana ,no,1989,mujer,118,2006,5804
villarrica ,no,1996,mujer,58,2006,9120
villarrica ,no,2003,mujer,32,2006,9120
villarrica ,no,9999,mujer,92,2006,9120
villarrica ,no,1990,mujer,92,2006,9120
villarrica ,no,9999,hombre,46,2006,9120
villarrica ,no,1996,hombre,29,2006,9120
viña del mar ,no,1930,hombre,285,2006,5109
viña del mar ,no,1986,hombre,285,2006,5109
viña del mar ,no,9999,mujer,261,2006,5109
viña del mar ,no,1950,mujer,244,2006,5109
vitacura ,no,1967,mujer,157,2006,13132
vitacura ,no,1974,hombre,118,2006,13132
vitacura ,no,9999,hombre,99,2006,13132
vitacura ,no,1995,mujer,155,2006,13132
vitacura ,no,1968,hombre,157,2006,13132
vitacura ,no,1995,hombre,310,2006,13132
vitacura ,no,9999,mujer,275,2006,13132
vitacura ,no,2006,mujer,253,2006,13132
vitacura ,no,1988,mujer,101,2006,13132
vitacura ,no,1997,hombre,98,2006,13132
vitacura ,no,2002,hombre,310,2006,13132
vitacura ,no,1984,mujer,101,2006,13132
